PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Jonathan Isaac	ORL	ORL vs. WAS	11/10/2024	W	19	5	2	7	28.6	1	4	25.0	0	0	-	2	1	3	0	1	0	0	1	5	11.6
Moritz Wagner	ORL	ORL vs. WAS	11/10/2024	W	23	16	5	12	41.7	2	6	33.3	4	7	57.1	2	4	6	2	1	0	0	2	18	29.2
Cole Anthony	ORL	ORL vs. WAS	11/10/2024	W	15	16	3	4	75.0	2	3	66.7	8	8	100	1	1	2	0	0	0	2	2	6	16.4
Anthony Black	ORL	ORL vs. WAS	11/10/2024	W	22	12	4	6	66.7	2	3	66.7	2	2	100	1	1	2	4	0	2	1	1	16	25.4
Kentavious Caldwell-Pope	ORL	ORL vs. WAS	11/10/2024	W	28	8	2	8	25.0	1	6	16.7	3	3	100	1	4	5	3	0	1	1	3	16	20.5
Goga Bitadze	ORL	ORL vs. WAS	11/10/2024	W	22	10	5	6	83.3	0	0	-	0	0	-	6	6	12	3	0	1	0	1	13	31.9
Franz Wagner	ORL	ORL vs. WAS	11/10/2024	W	29	23	9	20	45.0	1	5	20.0	4	4	100	0	4	4	7	1	0	0	0	16	41.3
Jalen Suggs	ORL	ORL vs. WAS	11/10/2024	W	18	5	2	8	25.0	1	6	16.7	0	0	-	1	2	3	2	0	0	4	4	15	7.6
Tristan da Silva	ORL	ORL vs. WAS	11/10/2024	W	32	11	4	9	44.4	2	5	40.0	1	1	100	1	3	4	2	2	0	2	5	21	22.8
Cole Anthony	ORL	ORL vs. NOP	11/08/2024	W	12	8	3	5	60.0	1	3	33.3	1	2	50.0	0	6	6	2	1	0	1	0	14	20.2
Moritz Wagner	ORL	ORL vs. NOP	11/08/2024	W	18	17	8	11	72.7	1	1	100	0	0	-	0	4	4	2	0	0	3	0	17	21.8
Gary Harris	ORL	ORL vs. NOP	11/08/2024	W	19	7	2	3	66.7	1	2	50.0	2	3	66.7	1	0	1	2	0	1	0	1	26	14.2
